24789,40620,41145,26676,32464,33092,2832,2137,1518,
24770,40692,41184,26701,32505,33126,2829,2133,1524,
24786,40657,41184,26603,32511,33112,2829,2133,1524,
24586,40704,41043,26431,32271,32927,2835,2134,1525,
24788,40576,41101,26672,32412,33061,2835,2134,1525,
24743,40654,41156,26752,32478,33103,2833,2142,1517,
24762,40637,41166,26704,32464,33099,2833,2142,1517,
24751,40651,41194,26752,32504,33161,2833,2142,1517,
24809,40598,41141,26636,32475,33088,2832,2145,1525,
24789,40655,41200,26725,32464,33071,2832,2145,1525,
24964,40450,40979,26368,32255,32902,2834,2137,1520,
24766,40636,41107,26676,32511,33015,2834,2137,1520,
24779,40544,41146,26488,32384,33133,2838,2136,1529,
24932,40186,41139,26396,32584,33292,2832,2134,1515,
24894,39633,41163,26649,32728,33746,2832,2134,1515,
24915,39031,41076,26736,32151,34222,2830,2148,1500,
24827,38756,41129,26984,32411,34714,2830,2148,1500,
24773,38744,41150,26848,32215,34431,2809,2135,1482,
24713,38896,41143,26700,32697,34680,2809,2135,1482,
24644,39102,41119,26711,32888,33664,2796,2135,1468,
24683,39328,41135,26736,32166,32941,2790,2141,1459,
24765,39416,41168,26718,32479,32648,2790,2141,1459,
24968,39096,40959,26498,32392,31958,2781,2142,1447,
24846,39170,41128,26638,31900,32908,2781,2142,1447,
25006,38920,41114,26712,32768,33551,2764,2135,1436,
25111,38591,41096,26403,32639,34320,2764,2135,1436,
24947,38599,41040,26749,32439,35108,2749,2123,1411,
24958,38692,41062,27168,32215,35432,2734,2143,1402,
25087,38651,40924,27263,32800,35019,2734,2143,1402,
24681,39040,41150,27277,32027,35172,2722,2140,1386,
24816,39111,41140,26936,32409,34572,2722,2140,1386,
24704,39168,41149,26840,32619,34080,2704,2138,1367,
24711,39091,41156,26672,32360,34326,2704,2138,1367,
24847,38947,41115,26706,32464,34180,2699,2132,1360,
24875,38893,41135,26808,32447,34609,2681,2143,1351,
24847,38848,41063,27064,32501,34813,2681,2143,1351,
25039,38911,41098,27103,32576,35072,2664,2137,1332,
24960,38923,41048,27391,32656,35488,2664,2137,1332,
24857,38993,41107,27440,32479,35605,2650,2132,1334,
24828,39054,41128,27325,32306,35649,2650,2132,1334,
24817,39089,41143,27306,32497,35568,2639,2131,1313,
24863,38975,41151,27300,32490,35184,2612,2137,1300,
24842,38928,41101,27418,32388,35436,2612,2137,1300,
25039,38688,40931,27056,32255,35401,2601,2131,1288,
24912,38879,41088,27488,32483,35584,2601,2131,1288,
24808,38928,41133,27612,32637,36002,2588,2130,1280,
24847,38976,41135,27652,32455,35929,2570,2132,1275,
24855,39033,41146,27684,32551,35928,2570,2132,1275,
24848,39000,41087,27694,32372,35837,2549,2135,1265,
24907,39007,41101,27708,32508,36018,2549,2135,1265,
25030,38792,40935,27456,32258,36019,2539,2128,1255,
24853,38948,41134,27685,32549,36440,2539,2128,1255,
24893,38867,41111,27732,32355,36415,2516,2131,1244,
24823,38932,41112,27958,32536,36510,2495,2125,1234,
24819,39011,41141,28144,32474,36424,2495,2125,1234,
24886,39064,41080,28036,32419,36512,2483,2125,1227,
24836,39090,41126,28047,32524,36462,2483,2125,1227,
24807,39054,41144,28015,32427,36554,2464,2123,1223,
24837,39013,41144,28047,32559,36686,2464,2123,1223,
24856,38938,41109,28256,32383,36895,2450,2128,1213,
24821,38923,41128,28518,32603,37054,2427,2124,1204,
24835,38952,41132,28576,32478,37156,2427,2124,1204,
24809,38994,41136,28616,32662,37120,2403,2125,1201,
24860,38957,41147,28502,32360,36972,2403,2125,1201,
24813,39052,41144,28534,32499,37126,2383,2121,1201,
24659,39056,41003,28232,32310,36863,2383,2121,1201,
24863,38960,41070,28630,32372,37111,2367,2121,1190,
