%time,field.header.seq,field.header.stamp,field.header.frame_id,field.pose.position.x,field.pose.position.y,field.pose.position.z,field.pose.orientation.x,field.pose.orientation.y,field.pose.orientation.z,field.pose.orientation.w
1443539856545193179,833352,1443539856545193179,world,0.0514328405261,0.0642180815339,0.850985407829,0.0139057477936,-0.0073611959815,0.0140359662473,0.99977773428
1443539856553354686,833353,1443539856553354686,world,0.0510211847723,0.0637290030718,0.851185977459,0.0126748913899,-0.00831718649715,0.0121724335477,0.999811053276
1443539856561610441,833354,1443539856561610441,world,0.0514397062361,0.064351581037,0.851033747196,0.0125332791358,-0.00120313232765,0.0146320341155,0.999813735485
1443539856569990067,833355,1443539856569990067,world,0.0515177287161,0.0643001124263,0.851012468338,0.0133434543386,-0.00175368145574,0.0148217147216,0.999799668789
1443539856578376386,833356,1443539856578376386,world,0.0513401739299,0.0642407611012,0.851010560989,0.0136651424691,-0.00104208395351,0.0138748623431,0.999809801579
1443539856586726774,833357,1443539856586726774,world,0.0513475090265,0.0642554089427,0.851097524166,0.013129202649,-0.00806727726012,0.0134774399921,0.999790430069
1443539856595026505,833358,1443539856595026505,world,0.050867613405,0.063973069191,0.851433694363,0.0120607186109,-0.00859632529318,0.0130296982825,0.999805450439
1443539856603338958,833359,1443539856603338958,world,0.0511826276779,0.0640850961208,0.850868165493,0.0170081537217,-0.00358498468995,0.0163150411099,0.999715864658
1443539856611586462,833360,1443539856611586462,world,0.0515481606126,0.0643557831645,0.851098895073,0.0131473932415,-0.00182629341725,0.0136606115848,0.999818563461
1443539856620018460,833361,1443539856620018460,world,0.0514839924872,0.0644651725888,0.850995481014,0.0130934165791,-0.00209575961344,0.0137786017731,0.999817192554
1443539856628342253,833362,1443539856628342253,world,0.0514946058393,0.0642529204488,0.85088378191,0.0158516746014,-0.0030949509237,0.0152707789093,0.999752938747
1443539856636887300,833363,1443539856636887300,world,0.0513176135719,0.0642783343792,0.851084530354,0.0138728460297,-0.00796767417341,0.0137953720987,0.999776899815
1443539856645075083,833364,1443539856645075083,world,0.051199503243,0.0637277439237,0.851192474365,0.0118050836027,-0.00888011511415,0.0107124755159,0.999833524227
1443539856653377859,833365,1443539856653377859,world,0.0507224537432,0.063653357327,0.851710736752,0.00787235610187,-0.00809840299189,0.0128324944526,0.99985396862
1443539856661868257,833366,1443539856661868257,world,0.0514896549284,0.0642267167568,0.851006746292,0.0149149140343,-0.00338760996237,0.0145552074537,0.999777138233
1443539856670062931,833367,1443539856670062931,world,0.0516669042408,0.0640740692616,0.851115345955,0.0131562454626,-0.00215404154733,0.0157976243645,0.999786317348
1443539856678398757,833368,1443539856678398757,world,0.0513784177601,0.0640385001898,0.851402640343,0.00961322337389,-0.00432459497824,0.0116947395727,0.999876141548
1443539856686671710,833369,1443539856686671710,world,0.051609646529,0.0641983672976,0.850992798805,0.0141046615317,-0.00231457431801,0.0154947284609,0.999777793884
1443539856695069180,833370,1443539856695069180,world,0.0509917140007,0.0642779245973,0.850888252258,0.00627598678693,-0.00951455999166,0.0127045996487,0.999854326248
1443539856703364748,833371,1443539856703364748,world,0.0512211024761,0.0642663985491,0.850643455982,0.010807688348,-0.00334816449322,0.0151518518105,0.99982124567
1443539856711757011,833372,1443539856711757011,world,0.0513006523252,0.0640177577734,0.851170003414,0.0124433301389,-0.0059809605591,0.0117818452418,0.999835312366
1443539856720070804,833373,1443539856720070804,world,0.0513617284596,0.0639467164874,0.851276218891,0.0107537973672,-0.00762671977282,0.0146961929277,0.999805152416
1443539856728498588,833374,1443539856728498588,world,0.0516330450773,0.064057096839,0.851017534733,0.014556906186,-0.00262924353592,0.015673622489,0.999767720699
1443539856736683863,833375,1443539856736683863,world,0.0515152961016,0.0642664954066,0.850956141949,0.0148495212197,-0.00308468006551,0.0145881455392,0.999778568745
1443539856745064564,833376,1443539856745064564,world,0.0512587241828,0.0641752630472,0.851140141487,0.0142207648605,-0.00115194707178,0.0131381452084,0.999811947346
