%time,field.data
1439976772639794111,   23  -999    71 -4884  4653  -864   191   419    25

1439976772679761886,   94  -917    55 -5095  2042 -1507   178   410    51

1439976772720058917,  156  -915  -135 -3153  2887   569   172   400    72

1439976772759671926,  105 -1013   -76  -986  2438   946   169   395    80

1439976772799815893,   82 -1017  -116 -1366  1727    48   165   391    88

1439976772839799880,  121 -1008  -251  1036  2633  1027   162   391    90

1439976772879690885,  123 -1034   -64   394  2881  1268   159   391    90

1439976772920087099,  120 -1119  -167  -239  2853    18   155   389    95

1439976772959815979,   95  -980  -150   852  3866   327   145   391    94

1439976772999999046,   49 -1024   -67   553  3299   764   139   391    94

1439976773040745973,   35 -1101  -100  1571  3410   554   135   391    94

1439976773080321073,    3 -1070   -94   334  4599  -368   125   391    91

1439976773120374917,  -11 -1024    -8  -584  3977  -849   112   385    96

1439976773161586999,    0 -1030   -27   459  3807  -131   101   384    96

1439976773200176954,  -36 -1005   -37  -853  4348  -313    90   383    97

1439976773239905118,  -30 -1042   -58   243  3976   -52    81   381    99

1439976773279819965,  -29 -1020   -68    20  4196   -40    71   381    98

1439976773320158004,  -41 -1049   -79  -370  4524  -255    59   380    97

1439976773360214948,  -52  -995   -22  -203  4496  -108    45   378    96

1439976773399893999,  -54 -1033   -35  -342  4384   317    35   376    95

1439976773439811944,  -71 -1079   -10  -291  4285   109    26   375    92

1439976773479952096,  -60 -1091   -27  -856  4491  -204    15   373    91

1439976773520407915,  -39 -1062     4  -144  4877  -388     0   370    89

1439976773560381889,   11  -959    91  -900  4584  -261   -12   368    86

1439976773600265026,    8 -1006    76  -557  4703   320   -23   366    82

1439976773639744043,  -59 -1052   108  -371  4443     6   -32   363    78

1439976773679517030,  -98  -998   162  -339  4274   146   -43   363    73

1439976773720151901,  -90 -1042   102    39  4007   150   -51   361    67

1439976773760171890,  -71 -1020   121   553  3786    27   -59   361    59

1439976773799664020,  -60  -950   162   460  3735   131   -67   362    50

1439976773839584112,  -45 -1003    95  -115  3524   373   -72   362    43

1439976773881207942,  -34 -1018   112   965  3645   500   -77   364    35

1439976773920658111,  -48 -1022   114   664  3363   234   -81   365    25

1439976773961209058,  -31 -1028   176  -233  3449  -178   -86   365    17

1439976773999980926,  -20 -1013   215  -306  2927   -77   -92   364    13

1439976774040052890,   13 -1001   233    39  2738   240   -95   364     8

1439976774080374956,   62  -994   353   447  2036   621   -96   365     1

1439976774120037078,   66 -1082   379   319  1547   387   -96   366    -3

1439976774159899950,   49 -1064   429  -128  1052  -127   -98   366    -5

1439976774200162887,    3 -1014   465   430    16   182   -98   366    -6

1439976774240151882,  -24 -1053   432   771 -1128   212   -96   367    -4

1439976774280018091,   -2 -1034   409   216 -1657  -332   -94   367    -1

1439976774320889949,    8 -1004   390   231 -2324  -392   -93   367     3

1439976774360517978,   13 -1001   341   467 -3157  -266   -92   365    11

1439976774399992942,   -5 -1025   307   688 -4047   -63   -87   366    18

1439976774439649105,  -35 -1048   251   619 -4532  -133   -81   365    27

1439976774479897022,  -54 -1052   250   845 -4576  -373   -74   367    36

1439976774520582914,  -81 -1050   227   645 -5294  -384   -66   365    46

1439976774560309886, -113 -1062   182  1122 -5652  -278   -58   367    56

1439976774600075006, -121 -1073   187  1243 -5535  -542   -47   368    63

1439976774641275882, -155 -1023   162  1232 -6090  -377   -36   367    72

1439976774680582046, -196 -1078   152  1470 -6281  -261   -24   370    79

1439976774720621109, -189 -1065   135  1101 -6382  -503   -11   371    86

1439976774760168075, -182 -1055   116  1261 -6595  -293     4   369    92

1439976774799952030, -196 -1113    57   940 -6612  -450    20   370    98

1439976774839745044, -212 -1108    21   817 -6573  -739    35   369   105

1439976774880191087, -190 -1045    17  1451 -6415  -540    49   370   106

1439976774920453071, -182 -1073     0   759 -6445  -729    64   371   109

1439976774960000038, -162 -1087   -50  1074 -6306  -808    78   371   111

1439976775000279903, -120 -1080   -60   973 -5986  -778    91   374   112

1439976775041517972,  -91 -1044   -57  1073 -5792 -1029   103   374   110

1439976775079731941,  -85 -1048   -74   797 -5563  -837   115   375   110

1439976775121123075,  -80 -1104   -58   832 -5371  -960   125   376   111

1439976775159629106,  -65 -1113   -59  1239 -5453  -994   135   378   106

1439976775199846029,  -11 -1052   -45  1130 -5207 -1177   145   380   103

1439976775241204977,  -10  -977   -21   434 -5360 -1491   153   380   102

1439976775280267000,  -19  -971   -23   733 -5661  -994   163   382    98

1439976775320240974,  -46 -1003   -92   479 -5381  -957   172   382    96

1439976775359986066,  -77  -993   -46   539 -5487  -869   180   383    94

1439976775399584054,  -52 -1035  -125   634 -5388  -911   189   384    90

1439976775439667940,  -33  -939   -92  -977 -5135 -1228   197   385    89

1439976775479726076,  -24  -970  -204 -2464 -5552 -1296   205   380    92

1439976775520406007,    8  -994  -348 -3384 -4253 -1894   211   372    98

1439976775560128927,   -3  -963  -287 -9223 -3631 -3958   209   357   118

1439976775599823951,   31  -864  -448 -9657 -4130 -3811   204   329   150

1439976775640458106,   81  -909  -626 -11612 -3547 -4552   200   296   179

1439976775679670095,   91  -748  -660 -11307 -2246 -7238   192   257   207

1439976775719898939,  142  -401  -793 -10509 -2297 -6481   181   214   228

1439976775760234117,  204  -278  -808 -10249 -1130 -6215   175   171   245

1439976775799823999,  232  -207  -835 -11200 -2017 -6541   169   124   255

1439976775839615106,  243    76  -818 -9420  -533 -6466   166    79   261

1439976775880086898,  246   262  -726 -8282  -419 -4910   163    38   260

1439976775919637918,  249   341  -788 -8406 -1006 -5047   165    -1   254

1439976775959850072,  226   415  -726 -6735    35 -4667   169   -33   247

1439976775999955892,  232   634  -705 -5506  -104 -4477   172   -58   238

1439976776039995908,  303   725  -930 -2300  -643 -1961   175   -72   231

1439976776080044984,  355   684 -1066  1778 -1005 -1868   182   -75   230

1439976776120099067,  377   820 -1069  5483    60  -555   187   -57   236

1439976776159904003,  412   567 -1123  9305   219   229   187   -26   247

1439976776199867963,  278   638  -892 19236 -1999  3423   195    43   256

1439976776239639997,  271    48 -1084 19726 -3660  5227   221   129   246

1439976776279983997,  241  -331  -959 25648 -3049  4283   248   222   210

1439976776319669008,  104  -455  -598 23276 -2703  3675   276   305   146

1439976776359765052,   -1  -886  -451 22865 -4097  2852   300   358    71

1439976776399663925,  -38  -840    57 27309 -5296  3574   325   391   -35

1439976776439614057, -144  -824   156 17210 -5243  3667   338   391  -104

1439976776480192899, -154 -1102   297 17986 -5905  1836   346   373  -178

1439976776519905090, -132  -748   613 19150 -6578  3615   342   332  -254

1439976776560163021, -158  -787   602 16812 -7378  3960   328   277  -318

1439976776601253986,  -12  -621   658 18623 -5742  4704   309   204  -366

1439976776640311002,   24  -252  1081 17478 -5950  6253   286   117  -394

1439976776679946899,    1  -192   981 15806 -8620  9426   244    29  -406

1439976776720285892,   53   267  1006 12519 -4014  6689   203   -44  -399

1439976776761472940,  198   234  1070  9675 -5227  9234   163  -103  -382

1439976776799782991,  226   306  1117  7542 -4044  8955   121  -143  -363

1439976776840130090,  123   546  1231  8719 -5148 12792    66  -173  -343

1439976776879764080,  283   176   776  5122 -4554 12446    14  -194  -318

1439976776919759035,  618   389  1043  5443  2731  6923   -26  -196  -303

1439976776960412979,  434   325   959  7946 -1964 10952   -48  -206  -282

1439976776999623060,  592   443   832  6491   820 14534   -94  -202  -255

1439976777040128946,  713   265   839  6450  -245 18408  -147  -172  -236

1439976777080509901,  717    42   673  4612 -1067 14681  -195  -131  -216

1439976777120507001,  881   227   743  4348   594  7486  -217  -103  -209

1439976777160227060,  820   232   709  2933  2913  8343  -228   -77  -210

1439976777200239896,  696    68   724  4080  2888  8584  -233   -50  -218

1439976777240287065,  645   135   766  4778  3940  9690  -237   -22  -225

1439976777279875993,  616   130   846  2788  5110  8891  -234    10  -242

1439976777320314884,  448    81   780  3120  4031  7829  -227    38  -256

1439976777359498023,  445   113   848  4672  1477  6863  -223    56  -264

1439976777400423049,  431   200   833  3487  2204  6244  -216    74  -272

1439976777439857959,  304   191   891  4353  1168  3892  -211    83  -280

1439976777480060100,  134   253   931  4780 -1283  1856  -211    83  -279

1439976777520236015,  181   190   946  3183   187  1953  -214    79  -276

1439976777559640884,  227   162   966  2233    64  1278  -212    81  -276

1439976777599647998,  305   149   989  1418 -1840 -5191  -214    73  -275

1439976777639981031,  102    67   966  -277 -2196 -14485  -220    36  -268

1439976777680228948,   60   290  1079 -2628 -3166 -17692  -217   -26  -260

1439976777719885110,   93   130  1093 -2051 -2118 -16407  -202   -81  -257

1439976777760173082,  176   222  1095 -2460 -3477 -15242  -176  -129  -253

1439976777799994945,  142   202   981 -3255 -3459 -13760  -147  -162  -255

1439976777840045928,  150   298   872 -5799 -3656 -15127  -116  -187  -263

1439976777879909038,  272    40   921 -8183 -3452 -15254   -75  -197  -284

1439976777919979095,  320    -1  1017 -6336 -3225 -14171   -34  -196  -306

1439976777959953069,  386   -13  1005 -6351 -1723 -9475    -2  -188  -326

1439976777999883890,  390   -75  1017 -4476 -1019 -7696    24  -173  -344

1439976778039565086,  416  -116   943 -2452 -1414 -5948    40  -161  -356

1439976778080564022,  588  -124   932 -3296 -3813   589    42  -154  -361

1439976778119718074,  424  -210   784  -740 -4906  2658    11  -140  -365

1439976778159737110,  431    55   869  2435  -992   350    -1  -143  -359

1439976778199660062,  432    10   762   853  2282  1392     0  -146  -358

1439976778239799022,  295  -238   872  -941  1480  -710     8  -142  -363

1439976778280318021,  334   235  1089  1071  -777  1604    10  -142  -363

1439976778319689035,  338   -29   705  -470  2781   795     8  -139  -366

1439976778359745025,  269   -47   970  -768  1902  -746    23  -133  -373

1439976778400043010,  319    -5   898  1907  1530  -215    30  -135  -373

1439976778439934015,  356   111   923  2382  1070  1403    32  -141  -369

1439976778479656934,  356    64   836  3747    21   190    31  -153  -363

1439976778520030975,  332    61   736   738   275 -2360    36  -159  -360

1439976778559701919,  376   207   839 -1337  1498  -717    45  -156  -365

1439976778599535942,  351    70   727   -73  2020  1082    48  -148  -372

1439976778640049934,  304   -16   869    18  -160  -662    56  -146  -373

1439976778680098056,  179    99   829   314   650   547    57  -145  -377

1439976778720637083,   55   228   862  2030   267   957    59  -145  -378

1439976778762031078,   45   162   623  2401 -1900  3825    46  -149  -374

1439976778800400972,  -48   182   933  1340   375  -150    35  -154  -372

1439976778839955091,  -67   376   949   559 -1097   389    37  -154  -373

1439976778879719018,   11   317   930   925   766   413    30  -155  -376

1439976778919801950,  -79   343  1074 -1199   152 -1433    41  -148  -385

1439976778961776971,  -45   163   949   931  1467  1198    43  -142  -391

1439976778999908924,   17   272  1129   776  3400  -909    52  -141  -397

1439976779040854930,  -27   216  1299  1938  4104   114    71  -135  -403

1439976779080185890,  -13   381  1329  4147  2042 -1907    85  -150  -398

1439976779119680881,  -21   436  1389 -1469  3376  1384   102  -145  -404

1439976779160517930,  -11   198  1449 -1201  1866  1769   109  -129  -416

1439976779201462030,   70   169  1269 -1505  1007   662   112  -120  -422

1439976779239886045,  -58    74  1351 -1442  3647  1166   128  -105  -430

1439976779280169010,  -81    64  1364  -353  1705   304   139   -97  -433

1439976779319853067, -164    52  1247   733    64   206   144   -93  -435

1439976779360186100, -130   180  1031   730  4730  -750   159   -94  -434

1439976779401366949, -348    42  1074 -1442  4441  -704   188   -86  -433

1439976779440046072, -253    38  1017    93  3803  -886   209   -78  -431

1439976779480227947, -351     0  1064 -1650  3178     6   229   -70  -429

1439976779520868062, -261    -7   991 -3571  4701  -813   249   -49  -430

1439976779559834003, -107   -68   851  2666 -4072   150   242   -53  -431

1439976779599911928,  -33   117   874   -96 -1629   137   238   -56  -432

1439976779639969110, -434   -26   894   264 -2934   993   228   -56  -434

1439976779679927110,  -41    75  1260 -2783 -3180  1984   211   -53  -441

1439976779719835042, -284   146  1048 -2384 -2860  1316   193   -39  -448

1439976779759823083, -370   -57   941  3249 -2000  5107   175   -37  -453

1439976779799700021,   20   -27  1371 -2989 -1925  4128   156   -63  -448

1439976779839595079, -120   -86  1133  -265   689 -1502   153   -58  -449

1439976779879590988, -311   -51   848  1173  -236  -279   161   -59  -446

1439976779919905900, -242   -22  1161  -445 -3850 -1956   148   -58  -446

1439976779960169076, -190   -56  1027  1007 -1621 -2176   141   -48  -447

1439976779999780893,  -42   126  1172   982 -1093 -2384   141   -62  -441

1439976780038902997, -115    10  1066   664 -1296 -1108   141   -60  -439

1439976780078830003,  -71    25  1041   786  -790 -2344   139   -60  -436

1439976780118935108, -172     9   935   918 -2830 -3327   137   -61  -435

1439976780160768032, -282   -87  1580   209 -12397 -1457   106   -58  -438

1439976780199554920,  208  -101   695  1459 -3172   112   103   -59  -437

1439976780239752054, -161  -291  1393    98  -735   523   106   -58  -436

1439976780279681921, -154    28  1132    -1    38   252   106   -60  -435

1439976780320235013,  -60    91   952   621    89  -285   106   -59  -435

1439976780361238956,   39   -20  1055   648   -90  -289   105   -59  -436

1439976780400933027,    9   -14  1016   514  -129  -204   106   -59  -435

1439976780440254926,   25     7  1041   412  -110  -119   106   -59  -436

1439976780480182886,   29    15  1026   398  -163   -80   106   -59  -438

1439976780520215034,    6    19  1036   453  -224   -57   106   -60  -437

1439976780560976982,   -3    12  1037   480  -195   -95   106   -59  -438

1439976780600239992,   10     1  1024   492  -187   -79   106   -58  -436

1439976780639630079,    7     2  1038   491  -201   -78   105   -59  -436

1439976780679601907,   -6    10  1028   459  -224   -75   106   -58  -437

1439976780720493078,   -6    17  1034   477  -193   -59   106   -59  -436

1439976780759774923,    2    13  1031   505  -201   -99   105   -57  -436

1439976780799804925,    4     3  1033   530  -191  -145   107   -58  -436

1439976780840178012,   -5    14  1034   465  -171  -175   106   -58  -434

1439976780880122900,   -3    92  1040    36  -134  -481   107   -59  -435

1439976780920593976,  108  -294  1039  1253  -637 -2084   109   -57  -436

1439976780959948062,   24  -123  1042   224  -342  -887   109   -58  -435

1439976781000988006,   18   -24  1031   217  -313  -614   109   -58  -436

1439976781039720058,   33     1  1018   443  -227  -327   109   -59  -434

1439976781079699039,   14   -51  1025   595  -158  -429   109   -58  -435

1439976781120239019,   20    -7  1033   428  -160  -211   109   -58  -435

1439976781159673929,   21     0  1035   343  -194  -179   109   -59  -435

1439976781199616909,   21    -1  1026   530  -219   -82   108   -58  -435

1439976781239749908,   14     3  1031   492  -197   -68   109   -58  -435

1439976781280257940,    5    13  1036   500  -177   -81   109   -58  -435

1439976781320307016,    9    13  1034   491  -195   -78   109   -59  -434

1439976781359790086,    3    12  1030   471  -224   -86   109   -58  -435

1439976781399751901,   -1     3  1039   469  -204   -84   108   -58  -436

1439976781439807891,    3     6  1034   486  -193   -83   107   -59  -436

1439976781480797052,   -2     7  1032   476  -194   -85   108   -59  -433

1439976781520548105,   -5     5  1032   460  -216   -82   109   -59  -435

1439976781560467958,   -3     6  1033   473  -199   -92   108   -57  -435

1439976781599700927,    0     6  1027   476  -192   -84   109   -58  -435

1439976781639839887,   -1     7  1030   485  -214   -86   109   -59  -436

1439976781679924964,   -5    14  1030   477  -210   -65   108   -57  -435

1439976781719980955,   -5    20  1035   446  -201   -44   108   -57  -435

1439976781760035991,    2     7  1031   475  -194  -111   108   -59  -433

1439976781800473928,    0     1  1030   456  -200  -115   108   -58  -434

1439976781840145111,   -2     5  1025   462  -205  -107   109   -58  -433

1439976781879638910,   -2     6  1032   463  -185   -81   108   -58  -433

1439976781919630050,    0     5  1029   470  -194   -69   107   -58  -432

1439976781959986925,    1     6  1029   468  -198   -74   108   -58  -433

1439976782000092983,    1     7  1026   483  -185   -74   108   -58  -433

1439976782040678977,   -3     7  1035   475  -193   -90   109   -59  -433

1439976782080203056,    1     9  1033   464  -200   -86   109   -58  -434

1439976782119860887,    0     8  1032   466  -197   -97   107   -58  -433

1439976782159894943,    2    12  1030   485  -196   -92   109   -58  -432

1439976782200031042,    4     5  1035   485  -223   -80   108   -57  -433

1439976782240202903,    8     4  1027   463  -223   -75   108   -59  -432

1439976782280709981,    0     8  1039   468  -209   -66   108   -59  -433

1439976782319860935,   -6    12  1036   494  -192   -87   109   -59  -432

1439976782361551046,   -1    10  1037   480  -179  -109   108   -58  -434

1439976782400115013,   -3     6  1035   496  -182  -113   108   -59  -434

1439976782439852952,    1     6  1035   453  -209  -112   108   -58  -435

1439976782480005025,    2     9  1038   451  -192   -99   109   -59  -434

1439976782519848108,    5     6  1040   475  -177   -82   109   -58  -434

1439976782559866905,    1     3  1030   474  -199   -86   109   -58  -435

1439976782599975109,   -3     4  1029   471  -200   -69   109   -57  -436

1439976782641356945,   -2     1  1028   455  -213   -57   109   -57  -434

1439976782679822921,    4     7  1037   472  -201   -51   109   -56  -434

1439976782719969034,    5     6  1035   472  -186   -75   108   -59  -436

1439976782759664058,    3     6  1034   479  -189   -82   109   -57  -434

1439976782800338029,   -4     8  1034   471  -205   -75   109   -58  -435

1439976782839997053,   -2     9  1032   464  -195   -98   108   -59  -434

1439976782880009889,    6     7  1032   467  -186   -97   108   -59  -433

1439976782919630050,    4     7  1033   469  -205   -84   108   -58  -433

1439976782959662914,    0     7  1033   486  -191   -82   109   -58  -433

1439976782999933004,   -1     8  1032   473  -202   -85   109   -58  -433

1439976783039613008,    3     6  1032   460  -204   -95   109   -58  -434

1439976783079592943,    0     7  1032   462  -200   -92   109   -58  -433

1439976783119594097,    1     7  1034   477  -187   -89   109   -58  -432

1439976783159688949,    0    11  1030   476  -188   -83   109   -59  -433

1439976783200313091,   -1     9  1034   478  -200   -78   109   -58  -433

1439976783239860057,    1    11  1039   464  -186   -87   108   -59  -434

1439976783279978990,   -5    10  1024   466  -199  -106   109   -58  -433

1439976783320195913,    2     9  1033   465  -197  -114   108   -58  -432

1439976783360088109,    8     4  1033   458  -192  -101   108   -59  -434

1439976783399912118,    1     3  1031   436  -189   -85   109   -57  -433

1439976783441203117,    0     8  1032   473  -184   -67   108   -58  -433

1439976783480439901,   -5     7  1033   488  -178   -57   108   -58  -432

1439976783520289897,   -6     8  1030   476  -191   -71   109   -58  -433

1439976783559911966,    5     8  1030   467  -195   -84   108   -58  -434

1439976783601227045,    1     8  1029   454  -197   -91   108   -58  -433

1439976783641426086,    1     8  1027   467  -186   -89   108   -59  -434

1439976783680521965,   -4    10  1034   461  -190  -101   108   -59  -434

1439976783721064090,    0     8  1032   455  -202  -103   108   -58  -433

1439976783760806083,   -1     7  1034   462  -188   -94   109   -59  -434

1439976783799793958,    1     6  1029   464  -189   -85   108   -58  -434

1439976783839613914,    1     7  1030   481  -186   -81   109   -58  -433

1439976783879863977,    5     7  1032   471  -188   -78   108   -58  -435

1439976783920212984,   -3     5  1032   465  -214   -72   108   -58  -434

1439976783959881067,   -4     5  1030   481  -205   -71   109   -59  -433

1439976783999480962,    3     8  1034   492  -181   -79   108   -59  -434

1439976784040141105,    0     7  1032   476  -202   -78   108   -59  -435

1439976784079766035,   -4     8  1035   484  -200   -84   108   -58  -434

1439976784120498895,   -3     8  1032   454  -201   -96   109   -59  -434

1439976784160257101,    1     6  1032   456  -213   -94   108   -58  -432

1439976784201198101,    4     8  1033   471  -201   -92   109   -58  -433

1439976784241338968,    0     5  1034   467  -203   -93   109   -58  -434

1439976784280360937,   -2     6  1032   468  -198   -80   108   -59  -434

1439976784320116043,    0     6  1029   469  -197   -80   109   -57  -434

1439976784360044002,   -2     9  1032   486  -200   -79   108   -57  -433

1439976784399790048,    0     7  1032   487  -186   -73   108   -58  -434

1439976784439645051,    6     6  1031   462  -193   -42   109   -59  -434

1439976784480295896,    4     7  1029   479  -211   -45   107   -59  -434

1439976784520188093,    0     9  1031   470  -199   -43   108   -59  -435

1439976784560170888,    5     9  1032   479  -200   -48   109   -59  -435

1439976784600195884,    5     9  1031   485  -206   -79   108   -58  -435

1439976784639852046,    0     6  1030   482  -211   -72   108   -58  -434

1439976784680222988,    1     9  1038   474  -201   -86   108   -57  -433

1439976784719961881,    1     9  1037   463  -200   -90   108   -58  -436

1439976784759694099,   -4     9  1029   466  -205   -90   108   -58  -435

1439976784799524068,   -2    10  1033   455  -192   -95   109   -58  -433

1439976784839930057,    4    11  1034   473  -187   -93   108   -59  -434

1439976784880913019,    0     8  1033   468  -200   -94   109   -58  -433

1439976784920177936,   -2     7  1028   482  -183   -93   109   -57  -434

1439976784959898948,   -3     5  1032   477  -187   -88   109   -59  -433

1439976784999665975,    0     5  1031   475  -202   -82   108   -59  -433

1439976785041656970,   -4     8  1031   477  -188   -88   109   -57  -434

1439976785080009937,   -1     7  1030   473  -192   -79   109   -59  -434

1439976785119869947,    0     8  1033   478  -180   -91   108   -59  -433

1439976785159190893,    5     8  1039   463  -189   -90   109   -58  -433

1439976785198852062,   -1     8  1030   463  -196   -76   108   -59  -433

1439976785239002943,    0     7  1029   476  -202   -85   108   -58  -432

1439976785279045104,   -2     5  1034   475  -177   -91   108   -58  -434

1439976785320377111,    2     7  1033   477  -204   -85   109   -57  -433

1439976785358891963,    0     5  1033   477  -195   -80   108   -58  -434

1439976785398874044,    1     6  1031   465  -195   -83   109   -58  -433

1439976785438919067,    3     6  1033   463  -200   -82   108   -58  -433

1439976785478933095,    1     8  1026   466  -190   -83   108   -59  -432

1439976785519843101,    0     5  1036   467  -186   -73   109   -57  -433

1439976785558818101,    1     8  1030   483  -199   -90   107   -58  -433

1439976785598901033,   -2     7  1035   463  -200   -88   108   -59  -433

1439976785638866901,   -2     7  1030   480  -190   -96   108   -58  -430

1439976785679861068,   -1     9  1029   476  -197   -94   108   -58  -429

1439976785719816923,    2     7  1033   472  -193   -94   108   -58  -431

1439976785758872985,   -2     7  1029   467  -199   -96   108   -58  -432

1439976785799276113,    3     7  1035   461  -202   -82   109   -58  -432

1439976785838975906,    0     6  1030   462  -195   -81   109   -59  -432

1439976785878998041,   -2     6  1031   463  -209   -79   107   -59  -432

1439976785919977903,    0     8  1032   477  -195   -86   108   -59  -433

1439976785959721088,   -1     4  1033   472  -201   -82   108   -58  -431

1439976786000607967,    3     7  1031   479  -183   -76   108   -58  -433

1439976786038957118,    2     7  1035   489  -178   -79   108   -59  -433

1439976786078867912,   -2     9  1035   466  -208   -82   107   -58  -432

1439976786119015932,    3     8  1038   477  -188   -79   109   -58  -434

1439976786160011053,   -1     8  1029   467  -184   -87   110   -59  -434

1439976786200042963,   -2     7  1031   460  -202   -80   110   -59  -435

1439976786241290092,    1     7  1032   477  -200   -87   111   -58  -434

1439976786279419898,    2     7  1031   458  -200   -82   111   -58  -434

1439976786318988084,   -2     8  1032   472  -197   -94   111   -58  -435

1439976786359185934,    4     8  1034   475  -191   -88   110   -59  -437

1439976786399029016,    0     5  1031   468  -185   -92   110   -59  -436

1439976786439469099,    5     8  1031   464  -183   -85   110   -59  -436

1439976786479919910,   -1     8  1030   456  -193   -82   109   -59  -434

1439976786518918037,   -1     8  1033   468  -192   -98   111   -59  -434

1439976786558940887,   -2     6  1028   472  -193   -86   111   -59  -435

1439976786598943948,   -2     6  1034   473  -199   -88   111   -58  -436

1439976786639286041,   -3     9  1034   475  -194   -82   112   -58  -436

1439976786679744958,    1     7  1032   465  -201   -85   112   -59  -437

1439976786719837903,   -3     9  1034   469  -194   -77   112   -59  -437

1439976786760617971,    1     8  1031   463  -194   -75   112   -59  -436

1439976786799981117,    5     9  1029   464  -192   -85   112   -58  -438

1439976786839664936,    0     6  1022   458  -200   -93   111   -58  -436

1439976786879633903,    5     6  1032   477  -190   -83   111   -59  -436

