%time,field.header.seq,field.header.stamp,field.header.frame_id,field.pose.position.x,field.pose.position.y,field.pose.position.z,field.pose.orientation.x,field.pose.orientation.y,field.pose.orientation.z,field.pose.orientation.w
1445879650100999173,384397,1445879650100999173,world,-0.00518030533567,0.140000745654,0.842087864876,-0.000772768515162,0.00255446066149,-0.00206904648803,0.999994397163
1445879650111062940,384398,1445879650111062940,world,-0.00518412329257,0.140038758516,0.842276513577,-0.00177896418609,0.000329458445776,-0.00116661586799,0.999997735023
1445879650120832772,384399,1445879650120832772,world,-0.00519987288862,0.140252634883,0.842229366302,-0.00168606848456,0.000323015992763,-4.0960608203e-06,0.999998569489
1445879650130938578,384400,1445879650130938578,world,-0.00518064387143,0.13996514678,0.842112600803,-0.000885699293576,0.00243380363099,-0.00183897232637,0.99999499321
1445879650140773745,384401,1445879650140773745,world,-0.00512728653848,0.140114679933,0.842232108116,-0.00161581032444,0.000581306579988,-0.00148154620547,0.999997496605
1445879650150826820,384402,1445879650150826820,world,-0.00525835668668,0.140193417668,0.842321574688,-0.000570460048039,0.000168869155459,-0.000428664439823,0.999999761581
1445879650160860893,384403,1445879650160860893,world,-0.00525074545294,0.139885261655,0.842082202435,-0.000731239560992,0.00199317955412,-0.00213823840022,0.999995470047
1445879650170806798,384404,1445879650170806798,world,-0.00519787054509,0.1399551332,0.842222988605,-0.00175621826202,0.000491301470902,-0.00175696448423,0.999996781349
1445879650180768075,384405,1445879650180768075,world,-0.00521765882149,0.140073627234,0.842214524746,-0.000465734599857,0.000889314978849,-0.000370869325707,0.999999523163
1445879650191270714,384406,1445879650191270714,world,-0.00517415814102,0.140195548534,0.842298269272,-0.00163496052846,0.000212264247239,-0.000762801384553,0.999998450279
1445879650200799749,384407,1445879650200799749,world,-0.00519738346338,0.140109345317,0.842308342457,0.000243737784331,0.000636718468741,-0.00107826828025,0.999999284744
1445879650210885486,384408,1445879650210885486,world,-0.00520648853853,0.140112891793,0.842359662056,1.18019079309e-05,0.000120631506434,-0.000679817167111,0.999999761581
1445879650220917542,384409,1445879650220917542,world,-0.00519612943754,0.14008693397,0.842206060886,-0.000179101960384,0.00112813571468,-0.00122197589371,0.999998688698
1445879650231014164,384410,1445879650231014164,world,-0.00521596893668,0.140077054501,0.842232823372,-0.00197232584469,0.000447225611424,-0.00124832685106,0.999997258186
1445879650240988509,384411,1445879650240988509,world,-0.0052149631083,0.140199661255,0.842248797417,-0.00137915974483,0.000319205282722,-0.000494330655783,0.999998927116
1445879650251003247,384412,1445879650251003247,world,-0.00520891696215,0.140139520168,0.84221047163,-0.00196076417342,0.000270381540759,-0.000572360528167,0.999997973442
1445879650260797452,384413,1445879650260797452,world,-0.00520420959219,0.140204042196,0.842271506786,-0.000560537620913,0.000239448883804,-0.000330732378643,0.999999761581
1445879650270967741,384414,1445879650270967741,world,-0.00524744205177,0.140065327287,0.842226982117,3.06496440317e-05,0.000836838560645,-0.00183410313912,0.999997973442
1445879650280833081,384415,1445879650280833081,world,-0.00519962375984,0.140216544271,0.842248797417,-0.00152983574662,0.000488293298986,-4.12814915762e-05,0.999998807907
1445879650290832735,384416,1445879650290832735,world,-0.00517050502822,0.14019203186,0.842252075672,-0.000335588818416,0.000737634953111,-0.000393143593101,0.999999642372
1445879650300928509,384417,1445879650300928509,world,-0.00519850058481,0.139875337481,0.842124164104,-0.000783584022429,0.00217354204506,-0.00222076219507,0.999994874001
1445879650311185377,384418,1445879650311185377,world,-0.0052278637886,0.140086606145,0.842365443707,0.00013228005264,6.19505008217e-05,-0.00119822903071,0.999999284744
1445879650321042226,384419,1445879650321042226,world,-0.00523079838604,0.140020683408,0.842263936996,-0.00169996602926,0.000685225182679,-0.000914686941542,0.999997973442
1445879650330931440,384420,1445879650330931440,world,-0.00522435782477,0.139910310507,0.842276096344,-0.00134103023447,0.000930559413973,-0.00203790422529,0.99999666214
1445879650340778317,384421,1445879650340778317,world,-0.00523154623806,0.140091478825,0.842291355133,-0.000831710989587,0.000398908770876,-0.000138515111757,0.999999642372
1445879650350926890,384422,1445879650350926890,world,-0.0051933079958,0.140220329165,0.842238485813,-0.00164241157472,0.000676488445606,-0.000320746592479,0.999998450279
1445879650360693980,384423,1445879650360693980,world,-0.00517979124561,0.140038713813,0.842238426208,-0.00155308051035,0.000323013227899,-0.00104093423579,0.999998211861
1445879650370843684,384424,1445879650370843684,world,-0.00518911005929,0.140010327101,0.84225666523,-0.000626907683909,0.000482983625261,-0.000463387201307,0.999999582767
1445879650380876768,384425,1445879650380876768,world,-0.0052052475512,0.140120640397,0.842276334763,-0.000350310758222,0.000217738692299,-0.000765859847888,0.999999642372
1445879650390855632,384426,1445879650390855632,world,-0.00522275222465,0.140154272318,0.842270374298,-0.000514451065101,0.000308337475872,-0.000680472294334,0.999999642372
1445879650400699086,384427,1445879650400699086,world,-0.00520136021078,0.139892801642,0.842160999775,-0.000809523917269,0.00229681329802,-0.00224904250354,0.999994575977
1445879650410815076,384428,1445879650410815076,world,-0.0052100638859,0.140165567398,0.842324852943,6.78683572914e-05,0.00047470710706,-0.00065211270703,0.999999761581
1445879650421044899,384429,1445879650421044899,world,-0.0051597119309,0.139865338802,0.842040061951,-0.000372979993699,0.00378655036911,-0.00221434724517,0.999990344048
1445879650430863496,384430,1445879650430863496,world,-0.00517282867804,0.139979869127,0.842215180397,-0.000516799686011,0.00145035830792,-0.00223167939112,0.999996423721
1445879650440886608,384431,1445879650440886608,world,-0.00521996710449,0.139845505357,0.842134594917,-0.000804445007816,0.00193916994613,-0.00225290399976,0.999995231628
1445879650450929128,384432,1445879650450929128,world,-0.00520377233624,0.140159532428,0.842275381088,-0.00077798590064,0.000295930542052,-0.000628662062809,0.999999523163
1445879650460800646,384433,1445879650460800646,world,-0.00518220569938,0.139918342233,0.84204608202,-0.000251322402619,0.00297514745034,-0.00177647941746,0.999994039536
1445879650470793964,384434,1445879650470793964,world,-0.00518186483532,0.140120327473,0.842233836651,-0.00101096963044,0.000836891529616,-0.000926462002099,0.999998807907
1445879650480818344,384435,1445879650480818344,world,-0.00516803376377,0.140099540353,0.842242002487,-0.000977448769845,0.00062450976111,-0.00213447585702,0.999997138977
1445879650490842398,384436,1445879650490842398,world,-0.00522513641044,0.139983639121,0.842275381088,-0.000952071102802,0.00031275380752,-0.0002653345,0.999999523163
1445879650500894344,384437,1445879650500894344,world,-0.00518896942958,0.140099152923,0.842240571976,-0.00136839190964,0.000316495832521,-0.00152059458196,0.999997854233
